session_depth;demo.guru99.com%3D1%7C224278574%3D1;demo.guru99.com;Tue Sep 25 18:11:05 IST 2018;false
bfp_sn_pl;1537877458_4403342192;.guru99.com;Tue Sep 25 18:11:05 IST 2018;false
bafp;102cb470-c0bc-11e8-acab-d90320c908f3;.demo.guru99.com;Tue Dec 31 05:30:00 IST 2030;false
_ga;GA1.2.941504438.1537877464;.guru99.com;Thu Sep 24 17:41:04 IST 2020;false
_gat_gtag_UA_1248015_24;1;.guru99.com;Tue Sep 25 17:42:03 IST 2018;false
bfp_sn_rf_8b2087b102c9e3e5ffed1c1478ed8b78;1537877458_4403342192_8b2087b102c9e3e5ffed1c1478ed8b78_http://demo.guru99.com/test/cookie/selenium_aut.php;.guru99.com;Tue Sep 25 18:11:05 IST 2018;false
Selenium;abc123;demo.guru99.com;null;false
_gid;GA1.2.1631867439.1537877464;.guru99.com;Wed Sep 26 17:41:04 IST 2018;false
